created,type,artist,timestamp,shabadID,description,link
1677276825,random,Bhai Mohinder Singh Ji SDO,00:14:30,2021,Ari bhai gobind naam mat beesraa ,https://sikhsoul.com/golden_khajana_files/mp3/Keertan/Bhai Mohinder Singh SDO/Aadhi Such Jugaadi Such.mp3
1677277106,random,Bhai Mohinder Singh Ji SDO,00:39:20,,Cool katha lol. Updesh je dita satguru. And sarabloh maharaj Vaheguru mantar. Vaheguru gurshabad haa,https://sikhsoul.com/golden_khajana_files/mp3/Keertan/Bhai Mohinder Singh SDO/Aadhi Such Jugaadi Such.mp3
1677277276,random,Bhai Mohinder Singh Ji SDO,00:52:10,2594,Gur ka bachan basaa ji nale ,https://sikhsoul.com/golden_khajana_files/mp3/Keertan/Bhai Mohinder Singh SDO/Eae Man Piaariaa Thoo Sadhaa Sach Samaalae.mp3
1677283958,random,Bhai Mohinder Singh Ji SDO,00:00:00,3998,Dhan so Vela,https://sikhsoul.com/golden_khajana_files/mp3/Keertan/Bhai Mohinder Singh SDO/Eae Man Maeriaa Thoo Kiaa Lai Aaeiaa Kiaa Lai Jaaeisee Raam.mp3
1677284163,random,Bhai Mohinder Singh Ji SDO,00:01:25,4743,Saas saas dhiyavo mukh nahi mora. Prabh ji ko naam ant pukroraa,https://sikhsoul.com/golden_khajana_files/mp3/Keertan/Bhai Mohinder Singh SDO/Eae Man Maeriaa Thoo Kiaa Lai Aaeiaa Kiaa Lai Jaaeisee Raam.mp3
1677284390,random,Bhai Mohinder Singh Ji SDO,00:50:20,1689,Bhinee RaanaReyaa,https://sikhsoul.com/golden_khajana_files/mp3/Keertan/Bhai Mohinder Singh SDO/Eae Man Maeriaa Thoo Kiaa Lai Aaeiaa Kiaa Lai Jaaeisee Raam.mp3
1677284558,random,Bhai Mohinder Singh Ji SDO,00:51:55,235,Bhinee ->. Har ke sant suno,https://sikhsoul.com/golden_khajana_files/mp3/Keertan/Bhai Mohinder Singh SDO/Eae Man Maeriaa Thoo Kiaa Lai Aaeiaa Kiaa Lai Jaaeisee Raam.mp3
1677297419,random,Bhai Tejinderpal Singh Ji Dulla,00:25:40,657,Rakh pita prabh mere (fire vibes. Track with Dulla ji x hps ji),https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/dulla_ji/sc/nirbankeertan/Garath parath gehi laehu angur (Dulla Ji).mp3
1677297780,random,Bhai Tejinderpal Singh Ji Dulla,00:00:00,1220,Thus dita puraa satguru (fire simran at 15 min),https://sikhsoul.com/golden_khajana_files/mp3/Keertan/Bhai Tejinderpal Singh Dulla/Bhai Tejinderpal Singh Dulla - Thus dhithaa poorai sathiguroo har dhhan sach akhutt.mp3
1677298155,random,Bhai Mohinder Singh Ji SDO,00:00:00,1660,Dhan so vela jit meh satgur milya (fire simran at 19:20),https://sikhsoul.com/golden_khajana_files/mp3/Keertan/Bhai Mohinder Singh SDO/Dhhann S Vaelaa Jith Mai Sathigur Miliaa 1.mp3
1677298569,random,Bhai Tejinderpal Singh Ji Dulla,00:30:30,2881,Simar simar simar gur apna soya ,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/dulla_ji/yt/D 162 MGA DULLA 162 Din Darad Dukh Bhanjna Jaspal S Tabla JSUK 2005 USA-d8noIiQ5ULU.m4a
1677299125,random,Bhai Tejinderpal Singh Ji Dulla,00:00:00,4075,Jivat Jivat Jivat raho,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/dulla_ji/yt/D 001 MGA DULLA 001 Jivat Jivat Jivat Raho 12 06 04 1 P burgh-bxL 4Eaun1U.m4a
1677299297,random,Bhai Tejinderpal Singh Ji Dulla,00:40:10,4344,Feeke har ke naam bin Saadh ,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/dulla_ji/yt/D 001 MGA DULLA 001 Jivat Jivat Jivat Raho 12 06 04 1 P burgh-bxL 4Eaun1U.m4a
1679337780,random,Bhai Mohinder Singh Ji SDO,00:06:00,40349,Sukh sagar gur chad ke,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/685 MGA SDO 1647 So kishh Kar Jit Chhutte Prani B 03 1971 Moga SPOOL BS 16 52.m4a
1679339876,random,Bhai Mohinder Singh Ji SDO,00:16:55,1352,Samaj man baura re,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/685 MGA SDO 1647 So kishh Kar Jit Chhutte Prani B 03 1971 Moga SPOOL BS 16 52.m4a
1679340751,random,Bhai Mohinder Singh Ji SDO,00:25:30,659,bikhye Bach har each -> Chod Chod re bekhiyaa ke rasooaa,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/685 MGA SDO 1647 So kishh Kar Jit Chhutte Prani B 03 1971 Moga SPOOL BS 16 52.m4a
1679341145,random,Bhai Mohinder Singh Ji SDO,00:29:40,2657,"bhagat har jasua -> har har jas ghumar pavo, bhagat drriRavo",https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/685 MGA SDO 1647 So kishh Kar Jit Chhutte Prani B 03 1971 Moga SPOOL BS 16 52.m4a
1686341734,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:00:00,1453,Pardesh jhag saude. Chill,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/001 MGA SDO 1001 SDOBradford1 Pardesh jhak Soude Ko Ayaaia.m4a
1686341896,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:19:15,5193,keso keso kookiyee,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/001 MGA SDO 1001 SDOBradford1 Pardesh jhak Soude Ko Ayaaia.m4a
1686343931,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:20:35,650,raam raam bol bol khoj te -> khojat khoat bheeii baaragan,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/001 MGA SDO 1001 SDOBradford1 Pardesh jhak Soude Ko Ayaaia.m4a
1686344041,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:23:05,2890,hoo ayaa doooah chal kee. Gunvanti,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/001 MGA SDO 1001 SDOBradford1 Pardesh jhak Soude Ko Ayaaia.m4a
1686344360,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:31:05,1220,Nanak Ko Gur Bakhya Naame Sang Jut. ,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/001 MGA SDO 1001 SDOBradford1 Pardesh jhak Soude Ko Ayaaia.m4a
1686344663,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:34:50,382,eik khaRe kareh teree chaakaree vin naavai hor na bhaiaa ,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/001 MGA SDO 1001 SDOBradford1 Pardesh jhak Soude Ko Ayaaia.m4a
1686344926,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:36:35,1163,Jo aap japaa aura naam japavaa,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/001 MGA SDO 1001 SDOBradford1 Pardesh jhak Soude Ko Ayaaia.m4a
1686368399,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:00:00,2890,Gunvanti. How ayaa doorh chal kee. ,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/002 MGA SDO 1002 SDOBradford2 How Ayaaia Dooro Chalke.m4a
1686368671,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:12:35,1198,Satgur seviya aapnaa,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/002 MGA SDO 1002 SDOBradford2 How Ayaaia Dooro Chalke.m4a
1686369033,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:22:22,4346,Pardesh chack saude kao ayaa -> dhanvant naam kee vanjare,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/002 MGA SDO 1002 SDOBradford2 How Ayaaia Dooro Chalke.m4a
1686369405,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:39:50,563,Dhanvant naam ke vanjare -> hum dhanvant baghat sach naiee ,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/002 MGA SDO 1002 SDOBradford2 How Ayaaia Dooro Chalke.m4a
1686369547,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:00:00,4781,Sabh dhiyavoo,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/003 MGA SDO 1003 smpk 01 Sub Dheavo Sub Dheavo Aad Sate.m4a
1686431610,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:11:40,5350,Sabh kal udhari ek dharm,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/003 MGA SDO 1003 smpk 01 Sub Dheavo Sub Dheavo Aad Sate.m4a
1686545629,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:16:40,1723,Tudh baj kuro kuro. AKV,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/003 MGA SDO 1003 smpk 01 Sub Dheavo Sub Dheavo Aad Sate.m4a
1686546076,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:35:05,1648,Naam kheti beejho bhai meet,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/003 MGA SDO 1003 smpk 01 Sub Dheavo Sub Dheavo Aad Sate.m4a
1686546241,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:38:40,4823,Man rasik rasan naam jap,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/003 MGA SDO 1003 smpk 01 Sub Dheavo Sub Dheavo Aad Sate.m4a
1686546522,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:00:18,4654,Bin Sabde Acchar Na Kinhee Pyiaa,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/004 MGA SDO 1004 smpk 02 Bin Sabde Acchar Na Kinhee Pyiaa.m4a
1686628056,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:16:10,518,Track Changes. Raam hum satgur parbrham kar manee ,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/004 MGA SDO 1004 smpk 02 Bin Sabde Acchar Na Kinhee Pyiaa.m4a
1686628304,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:37:40,1555,Parman jap jap har ka naam kade na chooriya,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/004 MGA SDO 1004 smpk 02 Bin Sabde Acchar Na Kinhee Pyiaa.m4a
1686628365,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:00:00,3384,Mil rahiya prabh sadh jnaa ,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/005 MGA SDO 1005 smpk 03 Mil Rehiea saad Jana.m4a
1686628533,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:10:00,2951,beanta beant gun tere -> Vaho vaho khasam tu vaho,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/005 MGA SDO 1005 smpk 03 Mil Rehiea saad Jana.m4a
1686628648,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:20:15,2887,Sodat sodat sod tat bichariya ,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/005 MGA SDO 1005 smpk 03 Mil Rehiea saad Jana.m4a
1686628821,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:25:50,40760,Bemukh sukh naa dekhaee. Vaara Bhai Gurdaas Ji,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/005 MGA SDO 1005 smpk 03 Mil Rehiea saad Jana.m4a
1686891380,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:03:00,,Rehatnama chaupa singh. Har jas chalat Jo bat sunavaa,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/005 MGA SDO 1005 smpk 03 Mil Rehiea saad Jana.m4a
1686891406,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:30:00,4074,"Mil Rehiea saad Jana.m4a""",https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/005 MGA SDO 1005 smpk 03 Mil Rehiea saad Jana.m4a
1686891436,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:00:00,2887,"Amrit Har Ka Naam.m4a""",https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/006 MGA SDO 1006 smpk 04 Amrit Har Ka Naam.m4a
1686891545,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:02:35,2887,History. Visar nahi datar apnaa naam deho,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/006 MGA SDO 1006 smpk 04 Amrit Har Ka Naam.m4a
1686891620,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:03:20,2421,Har kirat sadhsangat haa,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/006 MGA SDO 1006 smpk 04 Amrit Har Ka Naam.m4a
1686891739,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:08:40,40798,Sange andar sabta jis guru sahaiee,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/006 MGA SDO 1006 smpk 04 Amrit Har Ka Naam.m4a
1686891833,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:26:00,1163,Funny. Cold water. Not be lazy at that time. 2 Am. Gur satgur ka Jo Sikh Akhaiee,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/006 MGA SDO 1006 smpk 04 Amrit Har Ka Naam.m4a
1686892085,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:31:50,2860,Kurbani terya sewka Jin har naam pyaraa ,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/006 MGA SDO 1006 smpk 04 Amrit Har Ka Naam.m4a
1686892131,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:32:30,3802,Har ka naam vahiya har lga pyara,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/006 MGA SDO 1006 smpk 04 Amrit Har Ka Naam.m4a
1686943461,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:15:00,4003,Satgur tak liya muhe papi pardaa ,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/006 MGA SDO 1006 smpk 04 Amrit Har Ka Naam.m4a
1686943539,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:15:50,2910,Aad judaad bhagatan kaa rakhaa ,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/006 MGA SDO 1006 smpk 04 Amrit Har Ka Naam.m4a
1686943801,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:00:00,536,Apne prabh sio hoh savdhan ,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/007 MGA SDO 1007 smpk 05 Hoh Savdaan Apne Prabh Seho.m4a
